연번,시도,시군구,시군구,주소,기관명,대표전화,종별구분,설립구분,행정입원,폐쇄병상,개방병상,입원병상운영_야간공휴일,응급입원,낮병동운영,상급종합병원여부
1228,대전,중구,,대흥로 64,가톨릭대학교 대전성모병원,1577-0888,1. 종합병원,3. 법인,,,,,,,
1229,대전,중구,,대종로 504,고려신경정신과의원,042-254-6311,6. 의원,4. 개인,,,,,,,
1230,대전,중구,,중앙로 125-1,고운마음의원,042-255-3350,6. 의원,4. 개인,,,,,,,
1231,대전,중구,,중앙로 149 한솔그린타워,김완중정신건강의학과의원,042-255-8559,6. 의원,4. 개인,,,,,,,
1232,대전,중구,,목중로 29,대전선병원,042-220-8000,1. 종합병원,3. 법인,,,,,,,
1233,대전,중구,,중교로 32,마음편한병원,042-222-2921,2. 정신병원,3. 법인,O,,,O,O,,
1234,대전,중구,,계백로 1600,버드내정신건강의학과의원,042-721-1400,6. 의원,4. 개인,,,,,,,
1235,대전,중구,,동서대로 1218,성모정신건강의학과의원,042-536-7533,6. 의원,4. 개인,,,,,,,
1236,대전,중구,,보문로 298,세종정신과의원,042-256-2181,6. 의원,4. 개인,,,,,,,
1237,대전,중구,,중앙로 137번길 31,소망정신건강의학과의원,042-255-6777,6. 의원,4. 개인,,,,,O,O,
1238,대전,중구,,대종로 485,솔마음정신건강의학과의원,042-223-7582,6. 의원,4. 개인,,,,,,,
1239,대전,중구,,계백로 1622,우리다움정신건강의학과의원,042-585-1335,6. 의원,4. 개인,,,,,,,
1240,대전,중구,,보문로 52,우리성모의원,042-223-7375,6. 의원,4. 개인,,,,,,,
1241,대전,중구,,계백로 1709 누리보듬아파트상가,이마음정신건강의학과의원,042-523-5972,6. 의원,4. 개인,,,,,,,
1242,대전,중구,,중앙로 171 주은빌딩,이봉희정신건강의학과의원,042-255-1515,6. 의원,4. 개인,,,,,,,
1243,대전,중구,,대흥로 105,이편한마음정신과의원,042-252-7582,6. 의원,4. 개인,,,,,,,
1244,대전,중구,,계백로 1717 고려빌딩,정광설정신건강의학과의원,042-532-7781,6. 의원,4. 개인,,,,,,,
1245,대전,중구,,계룡로 845,조용희신경정신과의원,042-254-8319,6. 의원,4. 개인,,,,,,,
1246,대전,중구,,대종로 472,조현정신건강의학과의원,042-255-0009,6. 의원,4. 개인,,,,,,,
1247,대전,중구,,동서대로 1319,중앙신경정신과의원,042-255-1849,6. 의원,4. 개인,,,,,,,
1248,대전,중구,,중앙로 10,지정신건강의학과의원,042-256-5551,6. 의원,4. 개인,,,,,,,
1249,대전,중구,,보문로 254,참다남병원,042-222-0122,2. 정신병원,4. 개인,O,,,,O,,
1250,대전,중구,,문화로 282,충남대학교병원,042-280-7123,1. 종합병원,3. 법인,,,,O,O,O,O
1251,울산,남구,,중앙로 164,굿마인드의원,052-269-0167,6. 의원,4. 개인,,,,,,,
1252,울산,남구,,삼산중로 67,권학수정신건강의학과의원,052-256-0875,6. 의원,4. 개인,,,,,,,
1253,울산,남구,,삼산로 272,김재홍정신건강의학과의원,052-227-8664,6. 의원,4. 개인,,,,,,,
1254,울산,남구,,삼산중로 65,김지선정신건강의학과의원,052-265-3456,6. 의원,4. 개인,,,,,,,
1255,울산,남구,,삼산로 247,더맑은정신건강의학과의원,052-708-1313,6. 의원,4. 개인,,,,,,,
1256,울산,남구,,중앙로 239,동해정신건강의학과의원,052-261-1020,6. 의원,4. 개인,,,,,,,
1257,울산,남구,,화합로 107,마더스병원,052-270-7000,2. 정신병원,3. 법인,O,,,,O,,
1258,울산,남구,,삼산로 24.,마인드닥터의원,052-260-7525,6. 의원,4. 개인,,,,,,,
1259,울산,남구,,삼산로 266,미소마음정신건강의학과의원,052-266-5575,6. 의원,4. 개인,,,,,,,
1260,울산,남구,,삼산로 231,서울정신건강의학과의원,052-933-0250,6. 의원,4. 개인,,,,,,,
1261,울산,남구,,삼산로 274,송성환정신건강의학과의원,052-977-7888,6. 의원,4. 개인,,,,,,,
1262,울산,남구,,수암로 108,수앤미정신건강의학과의원,052-273-6075,6. 의원,4. 개인,,,,,,,
1263,울산,남구,,삼산로 281,오늘정신건강의학과의원,052-269-5579,6. 의원,4. 개인,,,,,,,
1264,울산,남구,,월평로 171번길 13(신정동),울산병원,052-259-5000,1. 종합병원,3. 법인,,,,,,,
1265,울산,남구,,북부순환도로 24,원정신건강의학과의원,052-249-8070,6. 의원,4. 개인,,,,,,,
1266,울산,남구,,대공원로 241,이창훈정신건강의학과의원,052-265-2051,6. 의원,4. 개인,,,,,,,
1267,울산,남구,,문수로 472,중앙병원,052-226-1100,1. 종합병원,3. 법인,,,,,,,
1268,울산,남구,,문수로 457번길 5,큰빛병원,052-272-2505,2. 정신병원,4. 개인,O,,,,O,,
1269,울산,남구,,수암로 138,해누리정신건강의학과의원,052-257-5793,6. 의원,4. 개인,,,,,,,
1270,울산,남구,,삼산로 15,홍승범정신건강의학과의원,052-272-0069,6. 의원,4. 개인,,,,,,,
1271,울산,동구,,대학병원로 25,울산대학교병원,052-250-7000,1. 종합병원,3. 법인,,,,O,O,,O
1272,울산,북구,,호계로 292,울산숲정신건강의학과의원,052-281-7582,6. 의원,4. 개인,,,,,,,
1273,울산,북구,,산업로 1007,울산시티병원,052-280-9000,1. 종합병원,3. 법인,,,,,,,
1274,울산,울주군,,언양읍 동문길 65,김준형정신건강의학과의원,052-254-7579,6. 의원,4. 개인,,,,,,,
1275,울산,울주군,,두동면 암각화길 11,반구대병원,052-264-9225,2. 정신병원,3. 법인,O,,,,O,,
1276,울산,울주군,,삼남읍 반구대로 15,세광병원,055-381-8275,2. 정신병원,3. 법인,O,,,O,O,,
1277,울산,울주군,,두동면 남명리 1길 34-49,울산기독병원,052-263-5111,2. 정신병원,3. 법인,O,,,,O,,
1278,울산,울주군,,웅촌로 685,큰빛웅촌병원,052-225-0833,2. 정신병원,4. 개인,O,,,,O,,
1279,울산,중구,,태화로 239,동강병원,052-241-1114,1. 종합병원,3. 법인,,,,,,,
1280,울산,중구,,번영로 580 스카이엠빌딩,봄정신건강의학과의원,052-281-7900,6. 의원,4. 개인,,,,,,,
1281,울산,중구,,학성로 118,사람이소중한의원,052-227-7511,6. 의원,4. 개인,,,,,,,
1282,울산,중구,,새즈믄해거리6,한양정신과의원,052-244-9649,6. 의원,4. 개인,,,,,,,
1283,세종,,,한누리대로 2135,더공감정신건강의학과의원,044-715-7678,6. 의원,4. 개인,,,,,,,
1284,세종,,,절재로 194,동행정신건강의학과의원,044-867-7579,6. 의원,4. 개인,,,,,,,
1285,세종,,,한누리대로 2257,따뜻한정신건강의학과의원,044-715-7507,6. 의원,4. 개인,,,,,,,
1286,세종,,,한누리대로 275,마음현정신건강의학과의원,044-862-3217,6. 의원,4. 개인,,,,,,,
1287,세종,,,한누리대로 265,마인드랩공간정신건강의학과의원,044-715-5670,6. 의원,4. 개인,,,,,,,
1288,세종,,,한누리대로 253,삼성마음그린정신건강의학과의원,044-867-1000,6. 의원,4. 개인,,,,,,,
1289,세종,,,조치원읍 새내로 97,성가정신건강의학과의원,044-867-5357,6. 의원,4. 개인,,,,,,,
1290,세종,,,보듬3로 143,세종서울정신건강의학과의원,044-715-5432,6. 의원,4. 개인,,,,,,,
1291,세종,,,도움1로 106,세종숲정신건강의학과의원,044-865-7560,6. 의원,4. 개인,,,,,,,
1292,세종,,,한누리대로 583,세종쉼정신건강의학과의원,044-864-1181,6. 의원,4. 개인,,,,,,,
1293,세종,,,한누리대로 350,세종정신건강의학과의원,070-5029-1449,6. 의원,4. 개인,,,,,,,
1294,세종,,,보듬7로 20,세종충남대학교병원,1800-3114,1. 종합병원,3. 법인,,,,,,,
1295,세종,,,절재로 194,스마트정신건강의학과의원,044-862-7392,6. 의원,4. 개인,,,,,,,
1296,세종,,,나성북로 30,연세나무정신건강의학과의원,044-865-5272,6. 의원,4. 개인,,,,,,,
1297,세종,,,한누리대로 499,연세정담정신건강의학과의원,044-866-3824,6. 의원,4. 개인,,,,,,,
1298,세종,,,연서면 효교로 135-16,은혜병원,044-868-5004,2. 정신병원,3. 법인,O,,,,O,,
1299,세종,,,한누리대로 273,이안정신건강의학과의원,044-999-1102,6. 의원,4. 개인,,,,,,,
1300,경기,가평군,,조종면 꽃동네길 46,노체리안드리아자애병원,031-589-0301,5. 병원,3. 법인,,,,,,,
1301,경기,가평군,,설악면 미사리로 267-177,에이치제이매그놀리아국제병원,031-589-4300,5. 병원,3. 법인,,,,,,,
1302,경기,가평군,,청평면 경춘로 791-11,청평우리병원,031-585-5115,2. 정신병원,3. 법인,O,,,O,O,,
1303,경기,고양시,덕양구,통일로 1102번길 46,고양정신병원,031-969-0885,2. 정신병원,2. 공립,O,,,,O,,
1304,경기,고양시,덕양구,원흥3로 6-17,고양휴메디병원,031-968-2020,5. 병원,4. 개인,,,,,,,
1305,경기,고양시,덕양구,혜음로 215,국군고양병원,031-964-2798,5. 병원,5. 군병원,,,,,,,
1306,경기,고양시,덕양구,원당로 139,늘푸른병원,031-967-9966,2. 정신병원,4. 개인,O,,,,O,,
1307,경기,고양시,덕양구,중앙로 628 예일프라자 2,라엘마음병원,031-978-5454,2. 정신병원,4. 개인,O,,,O,O,,
1308,경기,고양시,덕양구,화정로 53 새롬프라자,마음공감정신건강의학과의원,031-967-8567,6. 의원,4. 개인,,,,,,,
1309,경기,고양시,덕양구,삼송로 189-7 희성프라자,삼성공감정신건강의학과의원,02-371-1544,6. 의원,4. 개인,,,,,,,
1310,경기,고양시,덕양구,권율대로 685 SIB타워,서울알로하정신건강의학과의원,031-523-3275,6. 의원,4. 개인,,,,,,,
1311,경기,고양시,덕양구,화신로 260번길 57,성모좋은정신건강의학과의원,031-970-8500,6. 의원,4. 개인,,,,,,,
1312,경기,고양시,덕양구,화신로 272번길 58,송동호정신건강의학과의원,031-971-5551,6. 의원,4. 개인,,,,,,,
1313,경기,고양시,덕양구,꽃마을로 4,연세인정신건강의학과의원,02-3158-2255,6. 의원,4. 개인,,,,,,,
1314,경기,고양시,덕양구,삼송로 12 반도유스퀘어,연세하나정신건강의학과의원,031-967-8678,6. 의원,4. 개인,,,,,,,
1315,경기,고양시,덕양구,호국로 798,올리브정신건강의학과의원,031-963-8134,6. 의원,4. 개인,,,,,,,
1316,경기,고양시,덕양구,화수로 14번길 55,의료법인명지의료재단명지병원,031-810-5114,1. 종합병원,3. 법인,,,,,,O,
1317,경기,고양시,덕양구,호국로 792,조중근정신과의원,031-966-9500,6. 의원,4. 개인,,,,,,,
1318,경기,고양시,덕양구,지축로 56,지니정신건강의학과의원,02-371-0975,6. 의원,4. 개인,,,,,,,
1319,경기,고양시,덕양구,화신로 272번길67,지혜의숲정신건강의학과의원,031-994-5375,6. 의원,4. 개인,,,,,,,
1320,경기,고양시,덕양구,충장로 134,햇살정신과의원,031-978-6688,6. 의원,4. 개인,,,,,,,
1321,경기,고양시,일산동구,일산로 323,국립암센터,1588-8110,1. 종합병원,2. 공립,,,,,,,
1322,경기,고양시,일산동구,일산로 100,국민건강보험공단일산병원,1577-0013,1. 종합병원,2. 공립,O,,,,,O,
1323,경기,고양시,일산동구,고양대로 757,더휴정신건강의학과의원,031-975-5285,6. 의원,4. 개인,,,,,,,
1324,경기,고양시,일산동구,동국로 27,동국대학교일산병원,1577-7000,1. 종합병원,3. 법인,,,,O,O,,
1325,경기,고양시,일산동구,정발산로 38,마음미소정신건강의학과,031-932-7711,6. 의원,4. 개인,,,,,,,
1326,경기,고양시,일산동구,중앙로 1072 아이비프라자,맑은마음정신건강의학과,031-904-2081,6. 의원,4. 개인,,,,,,,
1327,경기,고양시,일산동구,중앙로 1202,밝은미소 정신건강의학과,031-902-0688,6. 의원,4. 개인,,,,,,,
1328,경기,고양시,일산동구,중앙로 1047,삶정신건강의학과의원,031-904-5701,6. 의원,4. 개인,,,,,,,
1329,경기,고양시,일산동구,중앙로 1200,연세서울병원,031-907-9920,2. 정신병원,4. 개인,O,,,O,O,,
1330,경기,고양시,일산동구,정발산로 47,연세이룸정신건강의학과,031-902-7820,6. 의원,4. 개인,,,,,,,
1331,경기,고양시,일산동구,중앙로 1275번길,연세최의겸정신과,031-904-5575,6. 의원,4. 개인,,,,,,,
1332,경기,고양시,일산동구,중앙로 1205,일산차병원,031-782-8300,1. 종합병원,3. 법인,,,,,,,
1333,경기,고양시,일산동구,중앙로 1189,제일정신건강의학과,031-904-8111,6. 의원,4. 개인,,,,,,,
1334,경기,고양시,일산동구,일산로 86,카프성모병원,031-810-9200,2. 정신병원,3. 법인,,,,,,,
1335,경기,고양시,일산동구,중산로 157번길 49,화정병원,031-979-7572,2. 정신병원,3. 법인,O,,,,O,,
1336,경기,고양시,일산서구,중앙로 1564,뇌맘속에 정신건강의학과,031-919-7942,6. 의원,4. 개인,,,,,,,
1337,경기,고양시,일산서구,고봉로 291,닥터최의연세마음상담의원,031-975-7201,6. 의원,4. 개인,,,,O,O,,
1338,경기,고양시,일산서구,중앙로 1573,대화공감정신건강의학과의원,031-814-8567,6. 의원,4. 개인,,,,,,,
1339,경기,고양시,일산서구,중앙로 1426,마음과마음정신건강의학과의원,031-915-4975,6. 의원,4. 개인,,,,,,,
1340,경기,고양시,일산서구,중앙로 1575,마음편한정신건강의학과,031-913-7511,6. 의원,4. 개인,,,,,,,
1341,경기,고양시,일산서구,중앙로 1565 메드위즈빌딩,미소정신건강의학과의원,031-922-0075,6. 의원,4. 개인,,,,,,,
1342,경기,고양시,일산서구,중앙로 1437 화성프라자,송정중정신건강의학과,031-918-7575,6. 의원,4. 개인,,,,,,,
1343,경기,고양시,일산서구,중앙로 1568 하성프라자,연세봄정신건강의학과,031-905-8982,6. 의원,4. 개인,,,,,,,
1344,경기,고양시,일산서구,킨텍스로 255,융정신건강의학과의원,031-811-1203,6. 의원,4. 개인,,,,,,,
1345,경기,고양시,일산서구,강선로 59,이경섭정신건강의학과,031-915-8834,6. 의원,4. 개인,,,,,,,
1346,경기,고양시,일산서구,주화로 170,인제대학교 일산백병원,031-910-7114,1. 종합병원,3. 법인,,,,,,,
1347,경기,고양시,일산서구,일현로 47,일산고려정신과의원,031-924-0211,6. 의원,4. 개인,,,,,,,
1348,경기,고양시,일산서구,일현로 47,참사랑정신과의원,031-994-7122,6. 의원,4. 개인,,,,,,,
1349,경기,고양시,일산서구,중앙로 1455,청아정신건강의학과,031-812-7582,6. 의원,4. 개인,,,,,,,
1350,경기,고양시,일산서구,중앙로 1425 삼부르네상스빌딩 가동,치유나무정신건강의학과,031-903-0123,6. 의원,4. 개인,,,,,,,
1351,경기,고양시,일산서구,중앙로 1416,한사랑정신건강의학과의원,031-917-7557,6. 의원,4. 개인,,,,,,,
1352,경기,과천시,,별양상가3로 14,과천성모정신건강의학과의원,02-2039-7555,6. 의원,4. 개인,,,,,,,
1353,경기,과천시,,중앙로 135(중앙동),푸른마음정신건강의학과의원,02-507-0770,6. 의원,4. 개인,,,,,,,
1354,경기,광명시,,철산로 12 로데오빌딩,고려정신건강의학과,02-2617-7575,6. 의원,4. 개인,,,,,,,
1355,경기,광명시,,디지털로 36 광명성애병원,광명성애병원,02-2680-7114,1. 종합병원,3. 법인,,,,,,,
1356,경기,광명시,,오리로 957 누가빌딩,광명정신건강의학과,02-2688-3435,6. 의원,4. 개인,,,,,,,
1357,경기,광명시,,오리로 973 광천빌딩,마음찬정신건의학과,02-2611-1190,6. 의원,4. 개인,,,,,,,
1358,경기,광명시,,범안로 1055 세일빌딩,문정신건강의학과,02-895-9290,6. 의원,4. 개인,,,,,,,
1359,경기,광명시,,오리로 861 대성빌딩,미강정신건강의학과,02-2066-0371,6. 의원,4. 개인,,,,,,,
1360,경기,광명시,,오리로 870 스타힐스빌딩,서울홍정신건강의학과,02-2060-5300,6. 의원,4. 개인,,,,,,,
1361,경기,광명시,,오리로 637,서울희망정신건강의학과의원,02-6925-3666,6. 의원,4. 개인,O,,,O,O,,
1362,경기,광명시,,철산로 16 트라이앨글빌딩,성모하늘정신건강의학과의원,02-2060-3217,6. 의원,4. 개인,,,,,,,
1363,경기,광명시,,오리로 947 인터스프라자,스마일정신건강의학과의원,02-2625-0127,6. 의원,4. 개인,,,,,,,
1364,경기,광명시,,양지로 21 T타워,이숨정신건강의학과의원,02-897-2325,6. 의원,4. 개인,,,,,,,
1365,경기,광명시,,덕안로 110 중앙대학교광명병원,중앙대학교광명병원,1811-7800,1. 종합병원,3. 법인,,,,,,,
1366,경기,광명시,,광명로 906 현대아이타워,편한마음정신건강의학과의원,02-2614-7600,6. 의원,4. 개인,,,,,,,
1367,경기,광명시,,범안로 1059 유창빌딩,하안정신건강의학과의원,070-4923-4147,6. 의원,4. 개인,,,,,,,
1368,경기,광주시,,광주대로 31 ga타워,가인정신건강의학과,031-763-3267,6. 의원,4. 개인,,,,,,,
1369,경기,광주시,,광주대로 55번길 21 DH타워,성모정신과의원,031-763-2301,6. 의원,4. 개인,,,,,,,
1370,경기,광주시,,중앙로 108,온마음정신건강의학과,031-766-2023,6. 의원,4. 개인,,,,,,,
1371,경기,광주시,,광주대로 45,참조은병원,1600-9955,1. 종합병원,4. 개인,,,,,,,
1372,경기,광주시,,벼루개로 20 이레타워,한울정신건강의학과의원,031-797-9114,6. 의원,4. 개인,,,,,,,
1373,경기,구리시,,인창2로 177,국군구리병원,031-331-1777,5. 병원,5. 군병원,,,,O,O,,
1374,경기,구리시,,경춘로 239 리맥스타운,나눔정신건강의학과의원,031-573-2272,6. 의원,4. 개인,,,,,,,
1375,경기,구리시,,경춘로 249,내안의숲 정신건강의학과의원,031-522-5403,6. 의원,4. 개인,,,,,,,
1376,경기,구리시,,경춘로170 계성빌딩,박용천정신건강의학과의원,031-555-2274,6. 의원,4. 개인,,,,,,,
1377,경기,구리시,,경춘로 208,예원정신건강의학과의원,031-567-6656,6. 의원,4. 개인,,,,,,,
1378,경기,구리시,,안골로 57번길 33,우리마음병원,031-554-0070,2. 정신병원,4. 개인,,,,,O,,
1379,경기,구리시,,체육관로 28,우리정신건강의학과의원,031-558-3033,6. 의원,4. 개인,,,,,,,
1380,경기,구리시,,검배로 6번길 3,유일정신건강의학과의원,031-564-7033,6. 의원,4. 개인,,,,,,,
1381,경기,구리시,,경춘로 224 보광빌딩,이정신과의원,031-555-0575,6. 의원,4. 개인,,,,,,,
1382,경기,구리시,,경춘로 153,한양대학교구리병원,1644-9118,1. 종합병원,3. 법인,,,,,,,
1383,경기,구리시,,경춘로 253 다우스퀘어 501,행복한길정신과의원,031-568-7734,6. 의원,4. 개인,,,,,,,
1384,경기,군포시,,광정로 78 유공프라자,마음든든정신건강의학과의원,031-392-5762,6. 의원,4. 개인,,,,,,,
1385,경기,군포시,,산본천로 62,마음자리정신과,031-343-3690,6. 의원,4. 개인,,,,,,,
1386,경기,군포시,,산본로 323번길 16-25,미래정신과의원,031-394-0438,6. 의원,4. 개인,,,,,,,
1387,경기,군포시,,산본천로 56,연세공감정신건강의학과의원,031-397-7535,6. 의원,4. 개인,,,,,,,
1388,경기,군포시,,산본로 321,원광대학교 산본병원,031-390-2300,1. 종합병원,3. 법인,,,,,,,
1389,경기,군포시,,산본로 323번길 15,이시은 위드의원,031-360-0611,6. 의원,4. 개인,,,,,,,
1390,경기,군포시,,군포로 591,지샘병원,031-389-3000,1. 종합병원,3. 법인,,,,,,,
1391,경기,군포시,,고산로 693 하나로빌딩,최시영정신건강의학과의원,031-395-3747,6. 의원,4. 개인,,,,,,,
1392,경기,군포시,,광정로 80 신원타워,휴&락정신과의원,031-399-6993,6. 의원,4. 개인,,,,,,,
1393,경기,군포시,,당정역로 4번길 11,휴성심병원,031-477-9797,2. 정신병원,3. 법인,O,,,,,,
1394,경기,김포시,,돌문로 111,김포다은병원,031-996-1338,2. 정신병원,4. 개인,O,,,O,O,O,
1395,경기,김포시,,중봉1로 12,김포예사랑병원,031-997-7204,2. 정신병원,4. 개인,O,,,O,O,,
1396,경기,김포시,,감암로 11,김포우리병원,1551-7575,1. 종합병원,3. 법인,,,,,,,
1397,경기,김포시,,김포대로 2515-26,김포한누리병원,031-981-3000,2. 정신병원,4. 개인,O,,,O,O,,
1398,경기,김포시,,김포한강4로 513 202,동행정신건강의학과,031-989-9075,6. 의원,4. 개인,,,,,,,
1399,경기,김포시,,김포한강8로 378,마음더하기의원,031-997-0029,6. 의원,4. 개인,,,,,,,
1400,경기,김포시,,김포대로 703,봄마음의원,031-985-3300,6. 의원,4. 개인,,,,,,,
1401,경기,김포시,,김포대로 847,서울정신건강의학과의원,031-997-0621,6. 의원,4. 개인,,,,,,,
1402,경기,김포시,,한강8로 386,성모봄정신건강의학과의원,031-8048-9514,6. 의원,4. 개인,,,,,,,
1403,경기,김포시,,김포대로 859,은혜정신건강의학과의원,031-982-5966,6. 의원,4. 개인,,,,,,,
1404,경기,김포시,,김포한강4로 119,포레정신건강의학과,031-8049-0017,6. 의원,4. 개인,,,,,,,
1405,경기,김포시,,김포한강4로 113,한강정신건강의학과,031-987-1248,6. 의원,4. 개인,,,,,,,
1406,경기,남양주시,,다산동 다산중앙로 123번길 22-80 신해메디컬타워,같은마음정신건강의학과,031-555-7179,6. 의원,4. 개인,,,,,,,
1407,경기,남양주시,,다산동 미금로 239 광장프라자,다산빛정신건강의학과의원,031-555-2553,6. 의원,4. 개인,,,,,,,
1408,경기,남양주시,,화도읍 마석중앙로 108 우보빌딩,라파정신건강의학과의원,031-522-4375,6. 의원,4. 개인,,,,,,,
1409,경기,남양주시,,화도읍 마석로17번길24,루엔정신건강의학과,031-591-7575,6. 의원,4. 개인,,,,,,,
1410,경기,남양주시,,다산동 다산중앙로 145번길 11 지앤지메트로타워2 502,마음봄정신건강의학과,031-510-7817,6. 의원,4. 개인,,,,,,,
1411,경기,남양주시,,별내동 덕송2로 62 401-402,별가람정신건강의학과의원,031-522-5979,6. 의원,4. 개인,,,,,,,
1412,경기,남양주시,,별내동 별내5로 5번길1,사랑해정신건강의학과의원,031-575-3600,6. 의원,4. 개인,,,,,,,
1413,경기,남양주시,,호평동 늘을2로 14번길 3 에이스프라자604호,성모베스트정신건강의학과의원,031-523-3808,6. 의원,4. 개인,,,,,,,
1414,경기,남양주시,,별내동 별내중앙로 24 이레타워,연세정신건강의학과의원,031-574-2906,6. 의원,4. 개인,,,,,,,
1415,경기,남양주시,,평내동 평내로 29번길 49.,온세병원,031-594-7912,2. 정신병원,4. 개인,O,,,,O,,
1416,경기,남양주시,,평내동 경춘로 1260 하나프라자,제이팍마음병원,031-511-9494,2. 정신병원,4. 개인,O,,,,O,,
1417,경기,남양주시,,진접읍 장현천로 28,진접정신건강의학과,031-529-7774,6. 의원,4. 개인,,,,,,,
1418,경기,남양주시,,수동면 외방로 172번길 50,축령복음병원,031-592-6664,2. 정신병원,3. 법인,O,,,,O,,
1419,경기,남양주시,,화도읍 마석중앙로 56-6,축령정신건강의학과,031-594-0304,6. 의원,4. 개인,,,,,,,
1420,경기,남양주시,,수동면 외방로 172번길 58,축령정신병원,031-592-6661,2. 정신병원,2. 공립,O,,,,O,,
1421,경기,남양주시,,다산동 다산중앙로 123번길 22-8 리더스퀘어,큰나무정신건강의학과,031-567-9101,6. 의원,4. 개인,,,,,,,
1422,경기,남양주시,,와부읍 덕소로 97번길 6,한빛의원,031-577-7766,6. 의원,4. 개인,,,,,,,
1423,경기,남양주시,,호평동 늘을2로 20 301호,한양정신과의원,031-559-8270,6. 의원,4. 개인,,,,,,,
1424,경기,남양주시,,진접읍 봉현로 21,현대병원,031-574-9119,1. 종합병원,4. 개인,,,,,,,
1425,경기,동두천시,,탑신로 522,동원병원,031-870-0700,2. 정신병원,3. 법인,O,,,O,O,,
1426,경기,동두천시,,삼육사로 1012,로젠요양병원,031-857-9933,3. 요양병원,4. 개인,,,,,,,
1427,경기,동두천시,,중앙로 126,서울맑은정신건강의학과,031-928-6656,6. 의원,4. 개인,,,,,,,
1428,경기,동두천시,,중앙로 267-1,하나의원,031-868-1275,6. 의원,4. 개인,,,,,,,
1429,경기,부천시,소사구,경인로 88,루카스병원,032-310-0100,2. 정신병원,4. 개인,O,,,,O,O,
1430,경기,부천시,소사구,호현로 489번길 28,부천세종병원,1599-6677,1. 종합병원,3. 법인,,,,,,,
1431,경기,부천시,소사구,경인로 190,서울정신건강의학과 의원,032-662-0115,6. 의원,4. 개인,,,,,,,
1432,경기,부천시,소사구,경인로 520,연세다온정신건강의학과의원,032-349-9556,6. 의원,4. 개인,,,,,,,
1433,경기,부천시,소사구,성주로 272,이수복정신과의원,032-662-9119,6. 의원,4. 개인,,,,,,,
1434,경기,부천시,소사구,경인로 511,평온정신건강의학과,032-341-4556,6. 의원,4. 개인,,,,,,,
1435,경기,부천시,오정구,소사로 748,아름정신건강의학과의원,032-683-8275,6. 의원,4. 개인,,,,,,,
1436,경기,부천시,오정구,수도로 93,이룸병원,032-674-5567,2. 정신병원,4. 개인,O,,,,,,
1437,경기,부천시,원미구,소사로 327,가톨릭대학교부천성모병원,1577-0675,1. 종합병원,3. 법인,,,,,,,
1438,경기,부천시,원미구,길주로 137,고운마음정신과의원,032-329-1151,6. 의원,4. 개인,,,,,,,
1439,경기,부천시,원미구,길주로 272,김양래휴정신건강의학과,032-325-1117,6. 의원,4. 개인,,,,,,,
1440,경기,부천시,원미구,부천로 69,김제헌신경정신과,032-613-1769,6. 의원,4. 개인,,,,,,,
1441,경기,부천시,원미구,부일로 472,김종우정신건강의학과의원,032-654-8708,6. 의원,4. 개인,,,,,,,
1442,경기,부천시,원미구,역곡로7,나눔정신건강의학과의원,032-341-7500,6. 의원,4. 개인,,,,,,,
1443,경기,부천시,원미구,신흥로 244,더블유진병원,032-321-1433,2. 정신병원,4. 개인,O,,,O,O,,
1444,경기,부천시,원미구,길주로 181,두드림정신건강의학과,032-325-8262,6. 의원,4. 개인,,,,,,,
1445,경기,부천시,원미구,길주로 284 헤리움메트로타원,라헬정신건강의학과의원,032-322-4289,6. 의원,4. 개인,,,,,,,
1446,경기,부천시,원미구,부천로 29번길 7,마음미소정신건강의학과,032-710-7511,6. 의원,4. 개인,,,,,,,
1447,경기,부천시,원미구,부일로 203 상동 스카이뷰 자이,마음셈정신건강의학과,032-326-9879,6. 의원,4. 개인,,,,,,,
1448,경기,부천시,원미구,부일로 293,맘편한정신건강의학과의원,032-710-7585,6. 의원,4. 개인,,,,,,O,
1449,경기,부천시,원미구,길주로 87,미소진정신건강의학과,032-328-7533,6. 의원,4. 개인,,,,,,,
1450,경기,부천시,원미구,장말로 373,부천사랑병원,032-678-0114,2. 정신병원,4. 개인,O,,,O,O,O,
1451,경기,부천시,원미구,부천로 170,부천한병원,032-668-1119,2. 정신병원,4. 개인,O,,,O,O,,
1452,경기,부천시,원미구,길주로 191,서울정신건강의학과의원,032-326-6223,6. 의원,4. 개인,,,,,,,
1453,경기,부천시,원미구,길주로 91,소중한아이정신건강의학과의원,032-326-3555,6. 의원,4. 개인,,,,,,,
1454,경기,부천시,원미구,조마루로 170,순천향대학교부속부천병원,032-621-5114,1. 종합병원,3. 법인,,,,,,,O
1455,경기,부천시,원미구,길주로 234,연세성모정신건강의학과,032-326-0306,6. 의원,4. 개인,,,,,,,
1456,경기,부천시,원미구,상동로 108,은혜정신건강의학과의원,032-325-3332,6. 의원,4. 개인,,,,,,,
1457,경기,부천시,원미구,부천로 17,조영래정신건강의학과,032-656-8275,6. 의원,4. 개인,,,,,,,
1458,경기,부천시,원미구,중동로 100,좋은생각정신건강의학과의원,032-664-9111,6. 의원,4. 개인,,,,,,,
1459,경기,부천시,원미구,길주로 183 영라이프빌딩,채움정신건강의학과,032-328-9833,6. 의원,4. 개인,,,,,,,
1460,경기,부천시,원미구,길주로 307,한빛신경정신과,032-325-7333,6. 의원,4. 개인,,,,,,,
